student_id,well_versed_with_the_subject,explains_concepts_in_an_understandable_way,use_of_presentations,degree_of_difficulty_of_assignments,solves_doubts_willingly,structuring_of_the_course,provides_support_for_students_going_above_and_beyond,course_recommendation_based_on_relevance,overall_satisfaction,comments,sentiment_polarity,sentiment_label
946,5,5,5,6,1,3,10,5,5.0,SYNTHETIC: need more support for doubts; course needs better structure,0.5,Positive
901,9,8,6,1,2,9,8,2,5.625,SYNTHETIC: teaching is clear and concise; assignments are manageable; need more support for doubts,0.2333333333333333,Positive
517,10,5,7,7,5,10,6,5,6.875,SYNTHETIC: assignments are too hard; slides are helpful,-0.2916666666666667,Negative
545,9,4,8,1,8,6,2,4,5.25,SYNTHETIC: concepts feel confusing; tasks are fair; got quick support; slides are helpful,0.24444444444444444,Positive
918,8,3,8,9,9,1,6,1,5.625,SYNTHETIC: struggled to follow some topics; workload feels heavy; mentor support is good; unclear weekly plan; slides are helpful,0.24999999999999997,Positive
652,8,3,4,8,3,2,2,3,4.125,SYNTHETIC: concepts feel confusing; tasks felt challenging; need more support for doubts; unclear weekly plan; slides could be improved,0.2333333333333333,Positive
471,10,10,4,8,2,2,4,7,5.875,SYNTHETIC: concepts are clear; assignments are too hard; hard to get help when needed; unclear weekly plan; slides could be improved,-0.16111111111111112,Negative
323,6,8,7,5,4,1,9,3,5.375,SYNTHETIC: teaching is clear and concise; need more support for doubts; course needs better structure; presentations add value,0.3,Positive
276,8,5,7,9,1,10,1,2,5.375,SYNTHETIC: workload feels heavy; hard to get help when needed; presentations add value,-0.24583333333333335,Negative
672,7,8,5,6,5,10,5,10,7.0,SYNTHETIC: teaching is clear and concise,0.1,Neutral
337,10,7,6,8,9,5,1,1,5.875,SYNTHETIC: explanations are easy to follow; assignments are too hard; mentor support is good,0.2805555555555555,Positive
468,7,7,8,4,2,1,5,10,5.5,SYNTHETIC: teaching is clear and concise; need more support for doubts; course needs better structure; slides are helpful,0.3,Positive
380,8,8,4,8,2,4,9,2,5.625,SYNTHETIC: explanations are easy to follow; tasks felt challenging; need more support for doubts; unclear weekly plan; presentations are text-heavy,0.4777777777777778,Positive
755,9,8,7,2,9,6,3,7,6.375,SYNTHETIC: concepts are clear; assignments are manageable; got quick support; slides are helpful,0.21666666666666665,Positive
267,8,9,4,4,8,4,8,1,5.75,SYNTHETIC: explanations are easy to follow; doubt solving is helpful; unclear weekly plan; presentations are text-heavy,0.43333333333333335,Positive
598,9,3,4,9,3,4,5,1,4.75,SYNTHETIC: concepts feel confusing; workload feels heavy; hard to get help when needed; unclear weekly plan; presentations are text-heavy,-0.2638888888888889,Negative
128,6,2,6,1,9,3,9,2,4.75,SYNTHETIC: concepts feel confusing; assignments are manageable; doubt solving is helpful; unclear weekly plan,-0.3,Negative
444,8,2,6,10,7,2,4,8,5.875,SYNTHETIC: struggled to follow some topics; assignments are too hard; doubt solving is helpful; unclear weekly plan,-0.2916666666666667,Negative
572,6,5,4,4,8,6,8,9,6.25,SYNTHETIC: doubt solving is helpful; slides could be improved,0.0,Neutral
319,8,3,6,6,7,10,8,4,6.5,SYNTHETIC: struggled to follow some topics; doubt solving is helpful,0.0,Neutral
390,8,6,7,5,1,4,3,9,5.375,SYNTHETIC: need more support for doubts; unclear weekly plan; presentations add value,0.5,Positive
176,10,2,6,7,4,10,1,3,5.375,SYNTHETIC: need clearer explanations; tasks felt challenging; hard to get help when needed,0.10416666666666666,Positive
883,7,4,4,2,8,6,7,4,5.25,SYNTHETIC: concepts feel confusing; workload is reasonable; mentor support is good; slides could be improved,0.19999999999999998,Positive
831,5,2,8,3,5,10,7,7,5.875,SYNTHETIC: need clearer explanations; workload is reasonable; slides are helpful,0.2,Positive
220,10,5,8,7,9,7,2,7,6.875,SYNTHETIC: tasks felt challenging; got quick support; slides are helpful,0.41666666666666663,Positive
17,7,6,5,3,9,5,5,2,5.25,SYNTHETIC: assignments are manageable; doubt solving is helpful,0.0,Neutral
938,10,10,6,5,2,9,9,9,7.5,SYNTHETIC: explanations are easy to follow; slow response to queries,0.06666666666666665,Neutral
651,8,7,6,3,9,10,6,1,6.25,SYNTHETIC: explanations are easy to follow; assignments are manageable; mentor support is good,0.5666666666666667,Positive
953,5,10,8,10,6,4,6,4,6.625,SYNTHETIC: concepts are clear; tasks felt challenging; course needs better structure; slides are helpful,0.3666666666666667,Positive
902,5,8,6,10,4,5,5,9,6.5,SYNTHETIC: concepts are clear; workload feels heavy; need more support for doubts,0.13333333333333333,Positive
167,7,7,5,8,6,9,9,8,7.375,SYNTHETIC: teaching is clear and concise; assignments are too hard,-0.030555555555555558,Neutral
669,9,3,4,5,2,2,1,6,4.0,SYNTHETIC: concepts feel confusing; need more support for doubts; unclear weekly plan; slides could be improved,0.1,Neutral
859,8,3,5,9,10,3,1,6,5.625,SYNTHETIC: need clearer explanations; workload feels heavy; doubt solving is helpful; unclear weekly plan,-0.2,Negative
120,8,4,7,5,4,4,10,6,6.0,SYNTHETIC: concepts feel confusing; need more support for doubts; course needs better structure; slides are helpful,0.2333333333333333,Positive
293,10,4,7,1,6,7,7,4,5.75,SYNTHETIC: need clearer explanations; assignments are manageable; slides are helpful,0.0,Neutral
789,10,2,8,7,9,8,1,4,6.125,SYNTHETIC: concepts feel confusing; tasks felt challenging; mentor support is good; presentations add value,0.3,Positive
182,5,2,7,2,3,6,1,9,4.375,SYNTHETIC: concepts feel confusing; workload is reasonable; hard to get help when needed; slides are helpful,-0.13055555555555556,Negative
369,10,5,4,4,3,7,4,10,5.875,SYNTHETIC: need more support for doubts; presentations are text-heavy,0.5,Positive
207,6,8,6,7,9,7,2,5,6.25,SYNTHETIC: teaching is clear and concise; tasks felt challenging; doubt solving is helpful,0.2333333333333333,Positive
842,10,7,5,3,3,6,4,6,5.5,SYNTHETIC: concepts are clear; workload is reasonable; slow response to queries,-1.850371707708594e-17,Neutral
38,5,8,7,6,10,8,9,5,7.25,SYNTHETIC: teaching is clear and concise; mentor support is good; slides are helpful,0.3,Positive
495,5,4,7,9,6,10,5,9,6.875,SYNTHETIC: struggled to follow some topics; workload feels heavy; presentations add value,-0.2,Negative
942,10,6,8,3,7,8,4,5,6.375,SYNTHETIC: workload is reasonable; doubt solving is helpful; presentations add value,0.2,Positive
752,10,7,4,4,4,9,10,7,6.875,SYNTHETIC: explanations are easy to follow; slow response to queries; presentations are text-heavy,0.06666666666666665,Neutral
940,7,3,6,9,10,8,3,5,6.375,SYNTHETIC: need clearer explanations; workload feels heavy; doubt solving is helpful,-0.2,Negative
648,5,7,7,9,6,3,10,3,6.25,SYNTHETIC: concepts are clear; tasks felt challenging; unclear weekly plan; slides are helpful,0.3,Positive
125,6,2,4,5,9,7,7,7,5.875,SYNTHETIC: concepts feel confusing; doubt solving is helpful; slides could be improved,-0.3,Negative
516,10,2,8,9,2,3,3,1,4.75,SYNTHETIC: concepts feel confusing; assignments are too hard; need more support for doubts; course needs better structure; presentations add value,0.10208333333333333,Positive
963,9,6,4,5,3,3,6,6,5.25,SYNTHETIC: hard to get help when needed; course needs better structure; presentations are text-heavy,0.10416666666666666,Positive
215,5,6,6,2,1,9,5,8,5.25,SYNTHETIC: workload is reasonable; hard to get help when needed,-0.04583333333333334,Neutral
823,7,5,8,3,4,3,1,10,5.125,SYNTHETIC: assignments are manageable; hard to get help when needed; course needs better structure; presentations add value,0.10416666666666666,Positive
840,5,7,5,6,9,9,10,6,7.125,SYNTHETIC: explanations are easy to follow; got quick support,0.3833333333333333,Positive
429,8,3,5,1,8,1,8,9,5.375,SYNTHETIC: need clearer explanations; tasks are fair; doubt solving is helpful; course needs better structure,0.6,Positive
109,6,3,5,6,1,6,6,10,5.375,SYNTHETIC: struggled to follow some topics; need more support for doubts,0.5,Positive
795,6,9,8,4,2,6,10,6,6.375,SYNTHETIC: explanations are easy to follow; need more support for doubts; presentations add value,0.4666666666666667,Positive
760,9,4,4,3,8,5,10,1,5.5,SYNTHETIC: struggled to follow some topics; assignments are manageable; mentor support is good; slides could be improved,0.7,Positive
536,10,10,4,7,8,7,6,2,6.75,SYNTHETIC: explanations are easy to follow; tasks felt challenging; doubt solving is helpful; presentations are text-heavy,0.4666666666666667,Positive
888,6,6,5,2,3,6,6,3,4.625,SYNTHETIC: tasks are fair; hard to get help when needed,0.20416666666666664,Positive
719,10,10,8,7,6,10,6,4,7.625,SYNTHETIC: concepts are clear; assignments are too hard; slides are helpful,-0.09583333333333335,Neutral
654,6,4,4,9,5,8,8,2,5.75,SYNTHETIC: need clearer explanations; assignments are too hard; slides could be improved,-0.2916666666666667,Negative
947,7,3,8,1,5,9,7,2,5.25,SYNTHETIC: struggled to follow some topics; assignments are manageable; slides are helpful,0.0,Neutral
403,5,7,6,6,5,6,4,6,5.625,SYNTHETIC: teaching is clear and concise,0.1,Neutral
124,9,9,7,9,1,9,4,3,6.375,SYNTHETIC: explanations are easy to follow; assignments are too hard; need more support for doubts; slides are helpful,0.21388888888888888,Positive
548,9,8,6,7,1,2,7,6,5.75,SYNTHETIC: concepts are clear; workload feels heavy; hard to get help when needed; course needs better structure,0.02708333333333332,Neutral
880,7,3,6,3,5,3,3,10,5.0,SYNTHETIC: struggled to follow some topics; assignments are manageable; course needs better structure,0.5,Positive
939,10,10,7,4,1,2,3,9,5.75,SYNTHETIC: concepts are clear; slow response to queries; unclear weekly plan; slides are helpful,-0.10000000000000003,Negative
166,6,10,4,4,4,8,4,6,5.75,SYNTHETIC: concepts are clear; need more support for doubts; presentations are text-heavy,0.3,Positive
885,5,6,7,7,2,2,5,7,5.125,SYNTHETIC: assignments are too hard; slow response to queries; course needs better structure; slides are helpful,-0.030555555555555596,Neutral
112,7,9,6,9,1,7,1,2,5.25,SYNTHETIC: concepts are clear; assignments are too hard; slow response to queries,-0.16388888888888892,Negative
811,8,8,8,6,1,4,9,1,5.625,SYNTHETIC: concepts are clear; need more support for doubts; unclear weekly plan; presentations add value,0.3,Positive
213,10,8,4,10,1,5,6,2,5.75,SYNTHETIC: explanations are easy to follow; tasks felt challenging; hard to get help when needed; presentations are text-heavy,0.21388888888888888,Positive
375,10,4,4,1,3,4,7,9,5.25,SYNTHETIC: need clearer explanations; workload is reasonable; slow response to queries; unclear weekly plan; slides could be improved,-0.05000000000000002,Neutral
897,6,7,4,1,9,8,8,7,6.25,SYNTHETIC: teaching is clear and concise; workload is reasonable; doubt solving is helpful; presentations are text-heavy,0.13333333333333333,Positive
460,7,8,5,6,7,7,6,7,6.625,SYNTHETIC: concepts are clear; got quick support,0.21666666666666665,Positive
416,6,2,5,8,9,6,3,7,5.75,SYNTHETIC: need clearer explanations; tasks felt challenging; doubt solving is helpful,0.5,Positive
571,8,9,7,3,1,8,9,7,6.5,SYNTHETIC: concepts are clear; tasks are fair; hard to get help when needed; slides are helpful,0.16944444444444443,Positive
744,8,5,7,3,10,4,6,7,6.25,SYNTHETIC: tasks are fair; doubt solving is helpful; course needs better structure; presentations add value,0.6,Positive
378,9,8,7,2,4,7,2,6,5.625,SYNTHETIC: explanations are easy to follow; tasks are fair; hard to get help when needed; slides are helpful,0.2805555555555555,Positive
121,5,9,5,2,4,5,6,6,5.25,SYNTHETIC: explanations are easy to follow; workload is reasonable; slow response to queries,0.11111111111111109,Positive
462,10,4,8,5,4,6,4,7,6.0,SYNTHETIC: need clearer explanations; slow response to queries; presentations add value,-0.30000000000000004,Negative
777,8,6,4,6,4,7,10,1,5.75,SYNTHETIC: slow response to queries; slides could be improved,-0.30000000000000004,Negative
845,5,10,6,8,4,4,4,5,5.75,SYNTHETIC: teaching is clear and concise; tasks felt challenging; hard to get help when needed; unclear weekly plan,0.10208333333333332,Positive
533,6,10,5,7,2,5,10,10,6.875,SYNTHETIC: concepts are clear; workload feels heavy; need more support for doubts,0.13333333333333333,Positive
450,5,2,6,2,4,5,1,4,3.625,SYNTHETIC: struggled to follow some topics; workload is reasonable; hard to get help when needed,-0.04583333333333334,Neutral
717,6,2,4,6,6,2,6,9,5.125,SYNTHETIC: need clearer explanations; course needs better structure; slides could be improved,0.5,Positive
469,10,8,6,1,3,5,8,10,6.375,SYNTHETIC: concepts are clear; assignments are manageable; slow response to queries,-0.10000000000000003,Negative
670,7,7,8,1,6,1,2,1,4.125,SYNTHETIC: concepts are clear; workload is reasonable; course needs better structure; presentations add value,0.26666666666666666,Positive
137,8,2,5,2,4,9,7,8,5.625,SYNTHETIC: concepts feel confusing; workload is reasonable; slow response to queries,-0.13333333333333333,Negative
801,10,7,4,3,6,1,10,4,5.625,SYNTHETIC: concepts are clear; workload is reasonable; course needs better structure; presentations are text-heavy,0.26666666666666666,Positive
315,5,10,5,10,8,4,8,4,6.75,SYNTHETIC: teaching is clear and concise; tasks felt challenging; mentor support is good; course needs better structure,0.38,Positive
153,7,7,5,3,8,9,8,9,7.0,SYNTHETIC: teaching is clear and concise; assignments are manageable; mentor support is good,0.3,Positive
190,8,6,7,5,6,4,3,8,5.875,SYNTHETIC: course needs better structure; presentations add value,0.5,Positive
22,7,9,4,1,2,8,10,4,5.625,SYNTHETIC: teaching is clear and concise; tasks are fair; slow response to queries; presentations are text-heavy,0.14999999999999997,Positive
949,9,8,7,1,7,6,9,4,6.375,SYNTHETIC: concepts are clear; tasks are fair; mentor support is good; slides are helpful,0.5,Positive
523,10,2,6,9,7,5,10,9,7.25,SYNTHETIC: concepts feel confusing; workload feels heavy; doubt solving is helpful,-0.25,Negative
527,5,6,5,2,8,6,9,8,6.125,SYNTHETIC: workload is reasonable; mentor support is good,0.44999999999999996,Positive
461,7,10,7,6,6,8,4,9,7.125,SYNTHETIC: teaching is clear and concise; slides are helpful,0.1,Neutral
244,5,8,4,9,3,10,1,3,5.375,SYNTHETIC: concepts are clear; workload feels heavy; slow response to queries; slides could be improved,-0.13333333333333336,Negative
363,9,3,8,10,2,7,5,1,5.625,SYNTHETIC: need clearer explanations; assignments are too hard; slow response to queries; slides are helpful,-0.2958333333333334,Negative
610,8,10,6,8,2,1,5,1,5.125,SYNTHETIC: concepts are clear; assignments are too hard; slow response to queries; unclear weekly plan,-0.16388888888888892,Negative
381,9,2,8,8,1,9,1,2,5.0,SYNTHETIC: need clearer explanations; assignments are too hard; slow response to queries; presentations add value,-0.2958333333333334,Negative
954,8,8,6,3,9,5,7,2,6.0,SYNTHETIC: concepts are clear; tasks are fair; doubt solving is helpful,0.39999999999999997,Positive
604,10,9,8,9,4,8,7,9,8.0,SYNTHETIC: explanations are easy to follow; assignments are too hard; hard to get help when needed; slides are helpful,-0.05000000000000001,Neutral
414,10,6,4,8,2,9,9,3,6.375,SYNTHETIC: workload feels heavy; hard to get help when needed; presentations are text-heavy,-0.24583333333333335,Negative
151,8,7,5,10,8,3,8,6,6.875,SYNTHETIC: explanations are easy to follow; tasks felt challenging; mentor support is good; unclear weekly plan,0.5444444444444444,Positive
721,6,9,4,1,4,10,10,9,6.625,SYNTHETIC: concepts are clear; assignments are manageable; slow response to queries; presentations are text-heavy,-0.10000000000000003,Negative
664,10,8,7,4,8,2,1,10,6.25,SYNTHETIC: concepts are clear; doubt solving is helpful; course needs better structure; slides are helpful,0.3,Positive
956,7,2,6,5,2,3,8,7,5.0,SYNTHETIC: struggled to follow some topics; hard to get help when needed; course needs better structure,0.10416666666666666,Positive
747,5,3,5,6,5,10,3,6,5.375,SYNTHETIC: need clearer explanations,0.0,Neutral
438,9,6,5,9,2,3,9,3,5.75,SYNTHETIC: workload feels heavy; slow response to queries; unclear weekly plan,-0.25,Negative
975,5,10,4,8,7,6,8,3,6.375,SYNTHETIC: teaching is clear and concise; workload feels heavy; got quick support; slides could be improved,0.08333333333333333,Neutral
277,5,6,8,7,2,7,1,10,5.75,SYNTHETIC: workload feels heavy; slow response to queries; slides are helpful,-0.25,Negative
312,7,2,7,6,6,3,7,2,5.0,SYNTHETIC: struggled to follow some topics; course needs better structure; slides are helpful,0.5,Positive
565,10,9,7,10,4,8,5,4,7.125,SYNTHETIC: teaching is clear and concise; tasks felt challenging; slow response to queries; slides are helpful,0.09999999999999998,Neutral
739,8,7,5,10,1,1,8,1,5.125,SYNTHETIC: teaching is clear and concise; assignments are too hard; slow response to queries; unclear weekly plan,-0.09791666666666668,Neutral
584,8,8,5,8,6,6,9,4,6.75,SYNTHETIC: explanations are easy to follow; tasks felt challenging,0.4666666666666667,Positive
894,6,3,5,4,7,1,5,5,4.5,SYNTHETIC: struggled to follow some topics; mentor support is good; unclear weekly plan,0.7,Positive
270,9,10,5,9,6,4,7,7,7.125,SYNTHETIC: concepts are clear; tasks felt challenging; course needs better structure,0.3666666666666667,Positive
966,7,4,5,3,1,8,10,2,5.0,SYNTHETIC: need clearer explanations; tasks are fair; need more support for doubts,0.6,Positive
489,7,2,5,8,1,1,8,8,5.0,SYNTHETIC: concepts feel confusing; tasks felt challenging; slow response to queries; unclear weekly plan,-0.03333333333333335,Neutral
665,6,3,4,2,8,5,8,5,5.125,SYNTHETIC: need clearer explanations; assignments are manageable; doubt solving is helpful; slides could be improved,0.0,Neutral
71,9,10,8,4,9,3,8,2,6.625,SYNTHETIC: concepts are clear; got quick support; course needs better structure; slides are helpful,0.3111111111111111,Positive
603,7,2,7,1,7,7,1,7,4.875,SYNTHETIC: concepts feel confusing; workload is reasonable; mentor support is good; presentations add value,0.19999999999999998,Positive
196,8,10,8,10,6,7,7,7,7.875,SYNTHETIC: teaching is clear and concise; workload feels heavy; presentations add value,0.0,Neutral
804,9,3,7,6,10,7,9,7,7.25,SYNTHETIC: struggled to follow some topics; doubt solving is helpful; presentations add value,0.0,Neutral
837,5,10,4,1,4,8,9,1,5.25,SYNTHETIC: teaching is clear and concise; workload is reasonable; need more support for doubts; slides could be improved,0.225,Positive
530,6,5,4,9,1,2,3,6,4.5,SYNTHETIC: workload feels heavy; slow response to queries; unclear weekly plan; presentations are text-heavy,-0.25,Negative
720,6,6,6,9,10,4,6,7,6.75,SYNTHETIC: tasks felt challenging; mentor support is good; course needs better structure,0.5666666666666667,Positive
272,5,4,6,4,4,7,7,9,5.75,SYNTHETIC: need clearer explanations; need more support for doubts,0.5,Positive
984,5,10,6,4,2,10,4,6,5.875,SYNTHETIC: concepts are clear; need more support for doubts,0.3,Positive
185,10,3,8,4,1,10,7,9,6.5,SYNTHETIC: concepts feel confusing; slow response to queries; slides are helpful,-0.30000000000000004,Negative
487,6,6,4,2,10,10,1,9,6.0,SYNTHETIC: workload is reasonable; got quick support; slides could be improved,0.26666666666666666,Positive
75,8,9,8,6,2,7,9,10,7.375,SYNTHETIC: explanations are easy to follow; hard to get help when needed; presentations add value,0.07083333333333333,Neutral
718,6,3,6,7,6,6,2,6,5.25,SYNTHETIC: need clearer explanations; workload feels heavy,-0.2,Negative
496,10,7,4,6,10,5,3,6,6.375,SYNTHETIC: teaching is clear and concise; mentor support is good; slides could be improved,0.3,Positive
630,5,5,4,8,3,6,6,8,5.625,SYNTHETIC: tasks felt challenging; hard to get help when needed; slides could be improved,0.10416666666666666,Positive
637,8,10,5,6,10,8,2,2,6.375,SYNTHETIC: teaching is clear and concise; doubt solving is helpful,0.1,Neutral
360,9,9,8,2,3,1,8,6,5.75,SYNTHETIC: teaching is clear and concise; workload is reasonable; slow response to queries; unclear weekly plan; presentations add value,0.024999999999999994,Neutral
183,6,7,5,5,4,7,1,9,5.5,SYNTHETIC: teaching is clear and concise; hard to get help when needed,-0.030555555555555558,Neutral
689,10,8,7,8,1,9,5,10,7.25,SYNTHETIC: explanations are easy to follow; workload feels heavy; need more support for doubts; presentations add value,0.24444444444444446,Positive
236,6,9,6,4,1,2,8,4,5.0,SYNTHETIC: explanations are easy to follow; hard to get help when needed; unclear weekly plan,0.07083333333333333,Neutral
768,6,6,6,3,5,9,8,3,5.75,SYNTHETIC: assignments are manageable,0.0,Neutral
316,7,2,7,8,6,4,2,9,5.625,SYNTHETIC: need clearer explanations; tasks felt challenging; course needs better structure; presentations add value,0.5,Positive
396,6,10,4,6,1,2,4,10,5.375,SYNTHETIC: explanations are easy to follow; hard to get help when needed; course needs better structure; presentations are text-heavy,0.21388888888888888,Positive
212,6,4,4,6,5,10,10,2,5.875,SYNTHETIC: concepts feel confusing; presentations are text-heavy,-0.3,Negative
830,9,7,7,10,7,8,6,4,7.25,SYNTHETIC: explanations are easy to follow; workload feels heavy; mentor support is good; presentations add value,0.3111111111111111,Positive
209,9,8,5,3,3,10,7,2,5.875,SYNTHETIC: concepts are clear; assignments are manageable; hard to get help when needed,-0.09583333333333335,Neutral
62,7,4,4,5,3,10,2,1,4.5,SYNTHETIC: concepts feel confusing; slow response to queries; presentations are text-heavy,-0.30000000000000004,Negative
447,8,7,7,1,4,7,10,9,6.625,SYNTHETIC: explanations are easy to follow; assignments are manageable; slow response to queries; slides are helpful,0.06666666666666665,Neutral
100,6,6,6,10,7,5,7,8,6.875,SYNTHETIC: tasks felt challenging; doubt solving is helpful,0.5,Positive
305,10,8,8,4,6,3,10,4,6.625,SYNTHETIC: teaching is clear and concise; course needs better structure; slides are helpful,0.2333333333333333,Positive
494,10,6,6,6,4,10,2,9,6.625,SYNTHETIC: slow response to queries,-0.30000000000000004,Negative
328,10,6,5,4,6,10,8,2,6.375,SYNTHETIC: decent course,0.16666666666666666,Positive
854,8,2,8,4,6,2,4,7,5.125,SYNTHETIC: need clearer explanations; course needs better structure; slides are helpful,0.5,Positive
866,5,10,4,8,3,7,4,5,5.75,SYNTHETIC: explanations are easy to follow; workload feels heavy; need more support for doubts; presentations are text-heavy,0.24444444444444446,Positive
943,8,9,7,10,6,7,7,6,7.5,SYNTHETIC: explanations are easy to follow; assignments are too hard; slides are helpful,0.07083333333333333,Neutral
734,9,8,5,3,10,1,8,3,5.875,SYNTHETIC: concepts are clear; assignments are manageable; doubt solving is helpful; course needs better structure,0.3,Positive
189,9,3,6,2,3,8,10,7,6.0,SYNTHETIC: struggled to follow some topics; tasks are fair; slow response to queries,0.19999999999999996,Positive
404,10,5,7,8,1,5,10,4,6.25,SYNTHETIC: tasks felt challenging; hard to get help when needed; presentations add value,0.10416666666666666,Positive
518,7,4,8,5,7,9,2,6,6.0,SYNTHETIC: struggled to follow some topics; doubt solving is helpful; slides are helpful,0.0,Neutral
856,6,9,4,6,8,8,3,8,6.5,SYNTHETIC: explanations are easy to follow; got quick support; presentations are text-heavy,0.3833333333333333,Positive
70,9,2,5,8,10,9,7,6,7.0,SYNTHETIC: concepts feel confusing; tasks felt challenging; doubt solving is helpful,0.1,Neutral
457,7,4,8,2,3,6,8,4,5.25,SYNTHETIC: need clearer explanations; tasks are fair; hard to get help when needed; slides are helpful,0.20416666666666664,Positive
148,5,4,4,4,8,10,5,5,5.625,SYNTHETIC: need clearer explanations; doubt solving is helpful; presentations are text-heavy,0.0,Neutral
958,10,10,5,8,5,10,7,8,7.875,SYNTHETIC: teaching is clear and concise; assignments are too hard,-0.030555555555555558,Neutral
356,7,3,7,6,4,2,1,10,5.0,SYNTHETIC: concepts feel confusing; slow response to queries; unclear weekly plan; presentations add value,-0.30000000000000004,Negative
793,10,9,6,4,7,6,8,3,6.625,SYNTHETIC: teaching is clear and concise; doubt solving is helpful,0.1,Neutral
771,8,7,6,4,8,7,3,2,5.625,SYNTHETIC: concepts are clear; doubt solving is helpful,0.09999999999999999,Neutral
452,5,6,7,9,7,8,6,1,6.125,SYNTHETIC: tasks felt challenging; mentor support is good; presentations add value,0.6,Positive
72,8,7,7,3,4,1,4,7,5.125,SYNTHETIC: explanations are easy to follow; workload is reasonable; need more support for doubts; course needs better structure; presentations add value,0.4083333333333333,Positive
710,7,2,6,5,7,7,6,10,6.25,SYNTHETIC: concepts feel confusing; got quick support,0.016666666666666663,Neutral
980,6,3,7,1,5,4,9,4,4.875,SYNTHETIC: struggled to follow some topics; workload is reasonable; unclear weekly plan; slides are helpful,0.2,Positive
145,6,8,4,6,1,3,2,7,4.625,SYNTHETIC: concepts are clear; slow response to queries; course needs better structure; slides could be improved,0.09999999999999998,Neutral
960,6,9,6,1,3,3,5,8,5.125,SYNTHETIC: teaching is clear and concise; tasks are fair; need more support for doubts; course needs better structure,0.38,Positive
660,5,7,7,3,10,3,3,4,5.25,SYNTHETIC: concepts are clear; assignments are manageable; mentor support is good; course needs better structure; presentations add value,0.4333333333333333,Positive
987,9,10,7,8,7,3,8,7,7.375,SYNTHETIC: explanations are easy to follow; assignments are too hard; mentor support is good; course needs better structure; slides are helpful,0.33541666666666664,Positive
534,9,5,7,5,2,6,10,8,6.5,SYNTHETIC: slow response to queries; presentations add value,-0.30000000000000004,Negative
858,9,5,5,3,2,2,7,7,5.0,SYNTHETIC: tasks are fair; hard to get help when needed; course needs better structure,0.30277777777777776,Positive
324,10,5,5,2,2,5,7,6,5.25,SYNTHETIC: workload is reasonable; hard to get help when needed,-0.04583333333333334,Neutral
884,7,4,7,10,5,1,7,4,5.625,SYNTHETIC: struggled to follow some topics; assignments are too hard; course needs better structure; presentations add value,0.10416666666666666,Positive
611,8,9,5,3,9,5,8,3,6.25,SYNTHETIC: explanations are easy to follow; tasks are fair; mentor support is good,0.611111111111111,Positive
136,8,6,7,10,9,9,2,3,6.75,SYNTHETIC: assignments are too hard; got quick support; slides are helpful,0.020833333333333315,Neutral
705,9,3,6,3,3,5,1,2,4.0,SYNTHETIC: concepts feel confusing; assignments are manageable; need more support for doubts,0.1,Neutral
991,7,4,5,8,9,8,5,1,5.875,SYNTHETIC: struggled to follow some topics; tasks felt challenging; doubt solving is helpful,0.5,Positive
676,9,8,5,7,4,10,2,6,6.375,SYNTHETIC: explanations are easy to follow; workload feels heavy; slow response to queries,-0.022222222222222237,Neutral
769,9,8,8,8,1,1,8,5,6.0,SYNTHETIC: explanations are easy to follow; assignments are too hard; hard to get help when needed; unclear weekly plan; slides are helpful,-0.05000000000000001,Neutral
246,7,10,8,8,4,10,3,8,7.25,SYNTHETIC: explanations are easy to follow; workload feels heavy; need more support for doubts; slides are helpful,0.24444444444444446,Positive
644,9,6,8,2,7,6,4,6,6.0,SYNTHETIC: tasks are fair; doubt solving is helpful; presentations add value,0.7,Positive
263,7,9,4,7,9,8,10,7,7.625,SYNTHETIC: teaching is clear and concise; assignments are too hard; doubt solving is helpful; slides could be improved,-0.030555555555555558,Neutral
476,9,4,6,4,8,6,4,10,6.375,SYNTHETIC: struggled to follow some topics; doubt solving is helpful,0.0,Neutral
697,7,7,6,1,8,10,5,2,5.75,SYNTHETIC: explanations are easy to follow; tasks are fair; mentor support is good,0.611111111111111,Positive
95,7,2,5,5,9,6,8,3,5.625,SYNTHETIC: struggled to follow some topics; mentor support is good,0.7,Positive
688,8,6,7,5,6,1,4,10,5.875,SYNTHETIC: unclear weekly plan; presentations add value,0.0,Neutral
633,8,2,4,7,4,6,7,4,5.25,SYNTHETIC: need clearer explanations; tasks felt challenging; hard to get help when needed; slides could be improved,0.10416666666666666,Positive
241,8,3,8,8,10,1,8,6,6.5,SYNTHETIC: struggled to follow some topics; workload feels heavy; got quick support; unclear weekly plan; presentations add value,0.06666666666666665,Neutral
524,9,8,4,6,10,1,9,10,7.125,SYNTHETIC: explanations are easy to follow; mentor support is good; course needs better structure; presentations are text-heavy,0.5444444444444444,Positive
504,9,4,5,6,6,1,7,10,6.0,SYNTHETIC: need clearer explanations; course needs better structure,0.5,Positive
417,9,6,7,9,5,1,7,2,5.75,SYNTHETIC: workload feels heavy; course needs better structure; presentations add value,0.15,Positive
554,6,6,8,2,4,6,4,10,5.75,SYNTHETIC: workload is reasonable; slow response to queries; slides are helpful,-0.05000000000000002,Neutral
656,6,2,7,2,5,6,9,9,5.75,SYNTHETIC: concepts feel confusing; tasks are fair; presentations add value,0.19999999999999998,Positive
19,10,4,6,3,9,10,9,3,6.75,SYNTHETIC: struggled to follow some topics; assignments are manageable; doubt solving is helpful,0.0,Neutral
